Call Failure,Complaints,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
5,0,35,1,3843,80,7,25,3,1,1,30,184.92,0
6,0,34,0,1790,42,34,17,3,1,2,30,209.28,0
9,0,35,1,2905,51,171,20,2,1,1,25,902.52,0
7,0,26,2,1440,34,189,8,3,2,1,30,814.96,0
14,0,26,0,825,23,7,4,3,1,2,30,61.92,0
13,0,24,1,1350,30,15,10,2,1,1,25,129.6,0
5,0,24,1,3350,59,7,20,3,1,1,30,164.36,0
9,0,41,0,1223,21,35,21,3,1,2,30,189.76,0
18,0,40,0,3143,70,36,34,3,1,2,30,272.52,0
9,0,39,0,1780,30,28,28,2,1,2,25,207.45,0
11,0,40,0,1615,30,41,25,3,1,2,30,229.8,0
9,1,39,0,905,16,28,17,2,1,2,25,167.445,1
18,1,37,0,3895,57,37,33,3,1,2,30,306.08,1
9,0,38,0,1038,18,28,19,3,1,2,30,154.24,1
20,0,29,0,1605,41,38,24,3,1,2,30,217.84,0
9,0,40,0,4075,67,7,4,3,1,1,30,193.68,0
5,0,41,0,305,6,7,2,3,1,2,30,40.44,0
5,0,40,0,2098,54,7,20,2,1,1,25,128.34,0
12,0,40,0,3480,78,18,15,3,1,1,30,214.32,0
14,0,39,1,8820,117,130,30,3,1,1,30,877.48,0
8,0,40,0,13478,165,7,31,3,1,1,30,573.72,0
8,0,40,0,4220,79,7,12,3,1,1,30,199.96,0
7,0,40,1,5623,91,7,17,3,1,1,30,256.56,0
10,0,40,0,1943,50,7,4,3,1,2,30,107.72,0
5,0,39,0,6205,82,172,13,3,1,1,30,939.48,0
5,0,39,0,580,10,7,2,2,1,2,25,58.05,0
5,0,40,0,415,10,7,2,3,1,2,30,45.0,0
5,0,39,0,305,6,7,2,2,1,2,25,45.495,1
9,0,39,0,6423,71,94,24,2,1,1,25,715.23,0
24,0,35,0,660,43,7,4,3,1,2,30,56.12,1
14,0,38,0,5523,94,12,11,2,1,1,25,306.765,1
5,0,36,1,2545,18,7,6,3,1,1,30,130.52,0
10,0,37,0,2695,37,7,3,3,1,2,30,137.28,1
10,0,38,0,1973,40,20,18,3,1,2,30,160.52,1
5,1,38,0,305,6,7,2,3,1,2,30,40.44,1
5,0,38,0,3423,78,7,15,3,1,1,30,168.04,0
5,0,37,0,1370,40,24,7,3,1,2,30,152.4,0
7,0,38,0,2485,49,161,10,2,1,1,25,838.53,0
5,0,29,1,1020,32,179,2,3,2,1,30,758.08,0
12,0,29,0,405,21,7,2,3,1,2,30,45.04,0
11,0,27,1,930,28,7,2,2,1,1,25,74.61,0
5,0,27,0,2930,57,7,10,3,1,1,30,147.48,0
5,0,20,1,1400,22,14,2,2,1,1,25,126.99,0
17,0,19,0,6098,137,71,29,2,2,1,25,600.075,0
13,0,41,2,4790,83,44,23,3,1,1,30,370.92,0
5,0,42,0,738,17,46,10,3,1,2,30,214.2,0
8,0,41,2,2813,70,41,39,2,1,1,25,314.235,0
11,0,41,2,6338,107,46,18,3,1,1,30,441.8,0
5,0,40,0,1295,26,39,17,3,1,2,30,208.84,0
7,0,41,0,1130,26,52,14,3,1,2,30,254.24,0
5,0,40,0,420,12,39,6,3,1,2,30,173.28,1
28,1,36,0,1375,59,55,23,3,1,2,30,277.36,1
14,0,38,0,3410,53,48,22,3,1,2,30,330.52,1
5,0,39,0,553,14,39,8,3,1,2,30,178.68,1
7,0,39,2,4138,94,41,34,3,1,1,30,333.28,0
16,0,30,0,1120,37,49,13,3,1,2,30,242.28,0
15,0,28,2,1645,44,58,19,2,1,1,25,337.005,0
7,0,21,2,2115,38,67,20,3,1,1,30,354.12,0
13,0,39,0,4560,71,7,15,2,1,1,25,239.895,0
5,0,40,0,305,6,7,2,2,1,2,25,45.495,0
16,0,39,1,3965,82,7,26,3,1,1,30,189.88,0
18,0,38,2,9305,121,119,41,3,1,1,30,853.04,0
12,0,39,0,13963,169,7,42,3,1,1,30,593.28,0
12,0,39,1,4705,83,7,23,3,1,1,30,219.52,0
11,0,39,0,6108,95,7,10,2,1,1,25,310.635,0
14,1,39,0,2428,54,7,15,3,1,2,30,127.28,0
8,0,38,1,6690,86,161,24,3,1,1,30,915.04,0
5,0,38,0,1065,14,7,9,2,1,2,25,80.055,0
7,0,39,0,900,14,7,6,2,1,2,25,72.63,0
5,0,38,0,305,6,7,2,2,1,2,25,45.495,1
12,0,38,1,11655,154,7,45,3,1,1,30,500.36,0
13,0,38,1,6908,75,83,35,2,1,1,25,687.735,0
28,1,34,0,1145,47,7,15,2,1,2,25,85.14,1
18,0,37,1,6008,98,7,22,2,1,1,25,306.27,1
6,0,35,0,3030,22,7,12,3,1,1,30,150.08,0
14,0,36,0,3180,41,7,14,3,1,2,30,156.84,1
14,0,37,0,2458,44,9,29,3,1,2,30,136.08,1
5,1,37,0,305,6,7,2,3,1,2,30,40.44,1
6,0,37,0,1858,25,7,4,3,1,1,30,103.32,0
7,0,37,0,3908,82,7,26,2,1,1,25,211.05,0
8,0,36,0,1855,44,13,18,3,1,2,30,127.96,0
11,0,37,0,2970,53,150,21,2,1,1,25,811.035,0
9,0,28,1,1505,36,168,9,2,2,1,25,825.345,0
16,0,28,0,890,25,7,5,2,1,2,25,72.675,0
15,0,26,0,1415,32,7,11,2,1,1,25,96.615,0
7,0,26,0,3415,61,7,21,3,1,1,30,167.04,0
7,0,19,0,1885,26,7,12,2,1,1,25,117.495,0
15,0,40,1,4865,78,21,22,3,1,1,30,281.72,0
7,0,41,0,813,12,23,9,3,1,2,30,125.0,0
10,0,40,1,2888,65,18,38,2,1,1,25,213.885,0
18,0,40,2,4270,89,48,33,3,1,1,30,366.36,0
14,0,40,2,5010,90,18,30,3,1,1,30,276.0,0
13,0,40,1,6413,102,23,17,3,1,1,30,352.6,0
16,0,40,0,2733,61,24,22,3,1,2,30,207.76,0
10,0,39,2,6995,93,202,31,3,1,1,30,1091.52,0
7,0,39,0,1370,21,16,16,2,1,2,25,134.595,0
9,0,40,0,1205,21,29,13,3,1,2,30,165.04,0
7,0,39,0,495,7,16,5,2,1,2,25,94.59,1
15,0,39,2,7213,82,124,42,2,1,1,25,886.275,0
20,0,38,2,6313,105,42,29,2,1,1,25,477.81,0
8,0,36,1,3335,29,16,19,3,1,1,30,198.56,0
16,1,37,0,3485,48,25,21,3,1,2,30,241.32,1
7,0,38,0,628,9,16,7,3,1,2,30,89.48,1
9,0,38,1,4213,89,18,33,3,1,1,30,244.08,0
10,0,37,0,2160,51,54,25,3,1,2,30,304.44,0
13,0,38,1,3275,60,191,28,2,1,1,25,1009.575,0
18,0,29,0,1195,32,26,12,3,1,2,30,153.08,0
17,0,27,1,1720,39,35,18,2,1,1,25,236.655,0
9,0,27,1,3720,68,24,28,3,1,1,30,247.52,0
9,0,20,1,2190,33,44,19,3,1,1,30,264.92,0
23,0,19,2,6887,148,101,47,2,2,1,25,771.075,0
11,0,40,1,4485,76,3,16,3,1,1,30,194.44,0
3,0,41,0,433,10,5,3,3,1,2,30,37.72,0
6,0,40,1,2508,63,0,32,2,1,1,25,115.695,0
14,0,40,2,3890,87,30,27,3,1,1,30,279.08,0
10,0,40,1,13888,174,0,43,3,1,1,30,562.48,0
10,0,40,2,4630,88,0,24,3,1,1,30,188.72,0
9,0,40,1,6033,100,5,11,3,1,1,30,265.32,0
12,1,40,0,2353,59,6,16,3,1,2,30,120.48,0
6,0,39,2,6615,91,184,25,3,1,1,30,1004.24,0
3,0,39,0,990,19,0,10,2,1,2,25,45.405,0
5,0,40,0,825,19,11,7,3,1,2,30,77.76,0
0,0,39,0,0,0,0,0,2,1,2,25,0.0,1
11,0,39,2,6833,80,106,36,2,1,1,25,788.085,0
26,1,35,0,1070,52,14,16,3,1,2,30,100.88,1
16,0,38,2,5933,103,24,23,2,1,1,25,379.62,0
4,0,36,1,2955,27,0,13,3,1,1,30,119.28,0
12,0,37,0,3105,46,7,15,3,1,2,30,154.04,1
3,0,38,0,248,7,0,1,3,1,2,30,10.2,1
5,0,38,1,3833,87,0,27,3,1,1,30,156.8,0
6,0,37,0,1780,49,36,19,3,1,2,30,217.16,0
9,0,38,1,2895,58,173,22,2,1,1,25,911.385,0
7,0,29,2,1430,41,191,10,3,2,1,30,822.84,0
14,0,29,0,815,30,8,6,3,1,2,30,65.8,0
13,0,27,1,1340,37,17,12,2,1,1,25,138.465,0
5,0,27,1,3340,66,6,22,3,1,1,30,160.24,0
5,0,20,1,1810,31,26,13,3,1,1,30,177.64,0
19,0,19,2,6507,146,83,41,2,2,1,25,672.885,0
11,0,35,0,4675,71,4,18,2,1,1,25,231.57,0
3,0,36,0,623,5,6,5,2,1,2,25,55.26,0
14,0,35,1,4080,82,31,29,3,1,1,30,290.48,0
16,0,34,2,9420,121,143,44,3,1,1,30,953.64,0
10,0,35,0,14078,169,0,45,3,1,1,30,569.88,0
10,0,35,1,4820,83,1,26,3,1,1,30,200.12,0
9,0,35,0,6223,95,6,13,2,1,1,25,311.31,0
12,0,35,0,2543,54,7,18,3,1,2,30,131.88,0
6,0,34,1,6805,86,185,27,3,1,1,30,1015.64,0
3,0,34,0,1180,14,0,12,2,1,2,25,53.73,0
5,0,35,0,1015,14,12,9,2,1,2,25,100.305,0
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
10,0,34,1,11770,154,10,48,3,1,1,30,516.96,0
11,0,34,1,7023,75,107,38,2,1,1,25,800.91,0
26,1,30,0,1260,47,15,18,2,1,2,25,126.315,1
16,0,33,1,6123,98,25,25,2,1,1,25,392.445,1
4,0,31,0,3145,22,0,15,3,1,1,30,126.68,0
12,1,32,0,3295,41,8,17,3,1,2,30,165.44,1
12,0,33,0,2573,44,33,32,3,1,2,30,236.68,1
3,0,33,0,438,2,0,3,3,1,2,30,17.6,1
4,0,33,0,1973,25,0,7,3,1,1,30,79.92,0
5,0,33,0,4023,82,1,29,2,1,1,25,189.225,0
6,0,32,0,1970,44,37,21,3,1,2,30,228.56,0
9,0,33,0,3085,53,174,24,2,1,1,25,924.21,0
7,0,24,1,1620,36,192,12,2,2,1,25,938.52,0
14,0,24,0,1005,25,9,8,2,1,2,25,86.85,0
13,0,22,0,1530,32,18,14,2,1,1,25,151.29,0
5,0,22,0,3530,61,7,24,3,1,1,30,171.64,0
15,0,45,2,4675,83,20,20,3,1,1,30,270.32,0
7,0,46,0,623,17,22,7,3,1,2,30,113.6,0
10,0,45,2,2698,70,17,36,2,1,1,25,201.06,0
14,0,45,2,14078,181,15,47,3,1,1,30,630.36,0
13,0,45,2,6223,107,22,15,3,1,1,30,341.2,0
7,0,44,0,1180,26,15,14,3,1,2,30,108.24,0
9,0,45,0,1015,26,28,11,3,1,2,30,153.64,0
7,0,44,0,305,12,15,3,3,1,2,30,72.68,1
16,1,42,0,3295,53,24,19,3,1,2,30,229.92,1
7,0,43,0,438,14,15,5,3,1,2,30,78.08,1
9,0,43,2,4023,94,17,31,3,1,1,30,232.68,0
13,0,43,2,3085,65,190,26,3,1,1,30,886.0,0
18,0,34,0,1005,37,25,10,3,1,2,30,141.68,0
17,0,32,2,1530,44,34,16,2,1,1,25,223.83,0
9,0,25,2,2000,38,43,17,3,1,1,30,253.52,0
19,0,41,2,5385,88,37,19,3,1,1,30,366.92,0
11,0,42,0,1333,22,22,6,3,1,2,30,142.2,0
14,0,41,2,3408,75,17,35,2,1,1,25,233.235,0
17,0,41,2,6933,112,22,14,3,1,1,30,369.8,0
11,0,40,0,1890,31,15,13,2,1,2,25,153.945,0
13,0,41,0,1725,31,28,10,3,1,2,30,182.24,0
11,0,40,0,1015,17,15,2,3,1,2,30,101.28,1
12,0,37,2,3855,39,15,16,3,1,1,30,215.76,0
20,1,38,0,4005,58,24,18,3,1,2,30,258.52,1
11,0,39,0,1148,19,15,4,3,1,2,30,106.68,1
13,0,39,2,4733,99,17,30,3,1,1,30,261.28,0
17,0,39,2,3795,70,190,25,2,1,1,25,1028.925,0
22,1,30,0,1715,42,25,9,3,1,2,30,170.28,1
21,0,28,2,2240,49,34,15,2,1,1,25,256.005,0
13,0,28,2,4240,78,23,25,3,1,1,30,264.72,0
13,0,21,2,2710,43,43,16,3,1,1,30,282.12,0
7,0,39,0,3965,66,0,19,3,1,1,30,161.24,0
0,0,40,0,0,0,0,0,3,1,2,30,0.0,0
2,0,39,0,1988,53,0,35,2,1,1,25,91.845,0
10,0,39,1,3370,77,14,30,3,1,1,30,193.88,0
12,0,38,2,8710,116,126,45,3,1,1,30,857.04,0
6,0,39,0,13368,164,0,46,3,1,1,30,541.28,0
6,0,39,1,4110,78,0,27,3,1,1,30,167.52,0
5,0,39,0,5513,90,0,14,3,1,1,30,224.12,0
8,0,39,0,1833,49,0,19,3,1,2,30,75.28,0
2,0,38,1,6095,81,168,28,3,1,1,30,919.04,0
0,0,38,0,470,9,0,13,2,1,2,25,21.555,0
1,0,39,0,305,9,0,10,3,1,2,30,12.56,0
0,0,38,0,0,0,0,0,2,1,2,25,0.0,1
7,0,38,1,6313,70,90,39,2,1,1,25,692.235,0
22,0,34,0,550,42,0,19,3,1,2,30,23.68,1
12,0,37,1,5413,93,8,26,2,1,1,25,283.77,1
0,0,35,0,2435,17,0,16,3,1,1,30,98.08,0
8,1,36,0,2585,36,0,18,3,1,2,30,104.84,1
8,0,37,0,1863,39,16,33,3,1,2,30,140.08,1
0,0,37,0,0,0,0,0,3,1,2,30,0.0,1
1,0,37,0,3313,77,0,30,3,1,1,30,135.6,0
2,0,36,0,1260,39,20,22,3,1,2,30,131.96,0
5,0,37,0,2375,48,157,25,2,1,1,25,815.535,0
3,0,28,1,910,31,175,13,2,2,1,25,829.845,0
10,0,28,0,295,20,0,9,3,1,2,30,12.6,0
9,0,26,0,820,27,1,15,2,1,1,25,42.615,0
1,0,26,0,2820,56,0,25,3,1,1,30,115.04,0
1,0,19,0,1290,21,10,16,2,1,1,25,103.995,0
13,0,40,1,4675,77,12,19,3,1,1,30,238.08,0
5,0,41,0,623,11,14,6,3,1,2,30,81.36,0
8,0,40,1,2698,64,9,35,2,1,1,25,164.79,0
16,0,40,2,4080,88,39,30,3,1,1,30,322.72,0
12,0,40,1,14078,175,7,46,3,1,1,30,598.12,0
12,0,40,2,4820,89,9,27,3,1,1,30,232.36,0
11,0,40,1,6223,101,14,14,3,1,1,30,308.96,0
14,0,40,0,2543,60,15,19,3,1,2,30,164.12,0
8,0,39,2,6805,92,193,28,3,1,1,30,1047.88,0
5,0,39,0,1180,20,7,13,2,1,2,25,85.5,0
7,0,40,0,1015,20,20,10,3,1,2,30,121.4,0
5,0,39,0,305,6,7,2,2,1,2,25,45.495,1
13,0,39,2,7023,81,115,39,2,1,1,25,837.18,0
28,1,35,0,1260,53,23,19,3,1,2,30,144.52,1
18,0,38,2,6123,104,33,26,2,1,1,25,428.715,0
6,0,36,1,3145,28,7,16,3,1,1,30,154.92,0
14,1,37,0,3295,47,16,18,3,1,2,30,197.68,1
5,0,38,0,438,8,7,4,3,1,2,30,45.84,1
7,0,38,1,4023,88,9,30,3,1,1,30,200.44,0
8,0,37,0,1970,50,45,22,3,1,2,30,260.8,0
11,0,38,1,3085,59,182,25,2,1,1,25,960.48,0
9,0,29,2,1620,42,200,13,3,2,1,30,866.48,0
16,0,29,0,1005,31,17,9,3,1,2,30,109.44,0
15,0,27,1,1530,38,26,15,2,1,1,25,187.56,0
7,0,27,1,3530,67,15,25,3,1,1,30,203.88,0
7,0,20,1,2000,32,35,16,3,1,1,30,221.28,0
21,0,19,2,6697,147,92,44,2,2,1,25,721.98,0
13,0,40,1,4675,77,12,19,3,1,1,30,238.08,0
5,0,41,0,623,11,14,6,3,1,2,30,81.36,0
8,0,40,1,2698,64,9,35,2,1,1,25,164.79,0
16,0,40,2,4080,88,39,30,3,1,1,30,322.72,0
12,0,40,1,14078,175,7,46,3,1,1,30,598.12,0
12,0,40,2,4820,89,9,27,3,1,1,30,232.36,0
11,0,40,1,6223,101,14,14,3,1,1,30,308.96,0
14,0,40,0,2543,60,15,19,3,1,2,30,164.12,0
8,0,39,2,6805,92,193,28,3,1,1,30,1047.88,0
5,0,39,0,1180,20,7,13,2,1,2,25,85.5,0
7,0,40,0,1015,20,20,10,3,1,2,30,121.4,0
5,0,39,0,305,6,7,2,2,1,2,25,45.495,1
13,0,39,2,7023,81,115,39,2,1,1,25,837.18,0
28,1,35,0,1260,53,23,19,3,1,2,30,144.52,1
18,0,38,2,6123,104,33,26,2,1,1,25,428.715,0
6,0,36,1,3145,28,7,16,3,1,1,30,154.92,0
14,1,37,0,3295,47,16,18,3,1,2,30,197.68,1
5,0,38,0,438,8,7,4,3,1,2,30,45.84,1
7,0,38,1,4023,88,9,30,3,1,1,30,200.44,0
8,0,37,0,1970,50,45,22,3,1,2,30,260.8,0
11,0,38,1,3085,59,182,25,2,1,1,25,960.48,0
9,0,29,2,1620,42,200,13,3,2,1,30,866.48,0
16,0,29,0,1005,31,17,9,3,1,2,30,109.44,0
15,0,27,1,1530,38,26,15,2,1,1,25,187.56,0
7,0,27,1,3530,67,15,25,3,1,1,30,203.88,0
7,0,20,1,2000,32,35,16,3,1,1,30,221.28,0
21,0,19,2,6697,147,92,44,2,2,1,25,721.98,0
